t_ros,dt,gecikme_s,bbox,bbox_w,bbox_h,olcek_ham,eps_deg,duzeltme,olcek,kalite,guven,u_nisan_x,u_nisan_y,u_nisan_z,u_govde_x,u_govde_y,u_govde_z,yaw_hata_deg,pitch_hata_deg,yatay_bilesen,azimut_kalite,yaw_adim_deg,yatay_lead_deg,az_rate_dps,vx_cmd,vy_cmd,vz_cmd,yaw_cmd_deg,v_doygun,yaw_doygun,durum,eksen_disi_deg,govde_yukselti_deg,menzil_kestirim_m,menzil_gercek_m,menzil_ham_m,menzil_red,menzil_kaynak,alt_faz,en_yakin_m,kapanma_hizi_ms,mod,gorev_faz,aktif_klemp,menzil_rate_ms,kapanma_bileseni_ms,vhk_x,vhk_y,vhk_z,lead_aktif,pitch_body_deg,kamera_dunya_pitch_deg,pn_dikey_deg,coalt_deg,los_elev_deg,los_elev_rate_dps,gama_deg,kadraj_hata_deg,kadraj_duz_deg,gercek_yaw_deg,gercek_elev_deg,gercek_menzil_ham_m,gercek_u_px,gercek_v_px,gercek_onde,gercek_kadraj_ici,bbox_yaw_sapma_deg,bbox_elev_sapma_deg,bbox_menzil_sapma_m,yapilandirma
76.428,0.031999999999996476,0.0764,312|272|347|282,35.0,10.0,35.0,4.26,1.0027,34.9,1.0,0.823,0.05267,0.21653,0.97485,0.97503,0.05267,-0.21575,3.09,12.46,0.9764,1.0,2.88,6.93,11.6,18.96,-3.7,-0.58,-12.1,1,1,ok,12.88,12.46,8.05,6.009,6.009,0,gz,terminal,6.0,0.09,4,STRIKE,mutlak_tavan,-0.07,25.0,13.76,-2.67,-0.2,1,-8.23,16.77,0.15,10.0,3.67,0.2,-2.45,-12.54,-6.27,2.04,12.48,6.598,325.9,277.0,1,1,1.05,-0.02,1.45,
76.462,0.034000000000006025,0.0771,306|269|342|279,36.0,10.0,36.0,1.99,1.0006,35.98,1.0,0.812,0.02352,0.19993,0.97953,0.97225,0.02352,-0.23277,1.39,13.46,0.9725,1.0,1.66,-0.8,-1.3,19.03,-3.82,-0.56,-13.8,1,0,ok,11.61,13.46,7.81,6.0,6.0,0,gz,terminal,6.0,0.29,4,STRIKE,mutlak_tavan,-0.18,25.0,13.71,-2.65,-0.24,1,-11.49,13.51,-5.28,10.0,3.0,-8.8,-8.05,-11.54,-5.77,2.52,15.64,6.581,327.2,267.4,1,1,-1.14,-2.18,1.23,
76.494,0.031999999999996476,0.0982,307|266|343|276,36.0,10.0,36.0,2.98,1.0014,35.95,1.0,0.842,0.0295,0.18287,0.98269,0.96791,0.0295,-0.24956,1.75,14.45,0.9684,1.0,2.09,-2.24,-3.7,19.07,-3.94,-0.88,-13.4,1,0,ok,10.67,14.45,7.82,5.991,5.991,0,gz,terminal,5.99,0.27,4,STRIKE,mutlak_tavan,-0.22,25.0,13.74,-2.66,-0.27,1,-11.49,13.51,-2.96,10.0,2.99,-4.9,-5.24,-10.55,-5.27,2.33,15.56,6.577,326.6,267.7,1,1,-0.58,-1.11,1.24,
76.56,0.0660000000000025,0.0586,306|258|341|268,35.0,10.0,35.0,4.43,1.003,34.9,1.0,0.854,0.01784,0.13675,0.99044,0.95544,0.01784,-0.29464,1.07,17.14,0.9556,1.0,1.28,0.32,0.5,19.28,-4.1,-1.54,-12.2,1,0,ok,7.93,17.14,8.05,5.983,5.983,0,gz,terminal,5.98,0.12,4,STRIKE,mutlak_tavan,-0.17,25.0,13.85,-2.71,-0.25,1,-12.72,12.28,0.73,10.0,3.57,1.2,0.36,-7.86,-3.93,0.39,16.72,6.578,321.1,264.2,1,1,0.68,0.41,1.48,
76.594,0.033999999999991815,0.0635,300|256|336|264,36.0,8.0,36.0,3.8,1.0022,35.92,1.0,0.815,-0.01192,0.1192,0.9928,0.95016,-0.01192,-0.31155,-0.72,18.15,0.9502,1.0,-0.86,-1.0,-1.7,19.29,-4.23,-1.88,-13.2,1,0,ok,6.88,18.15,7.82,5.965,5.965,0,gz,terminal,5.96,0.54,4,STRIKE,mutlak_tavan,-0.36,25.0,13.76,-2.68,-0.21,1,-14.33,10.66,1.15,10.0,3.66,1.9,1.38,-6.85,-3.42,-0.42,18.27,6.571,318.8,259.7,1,1,-0.29,-0.12,1.25,
76.626,0.03200000000001069,0.083,300|251|336|261,36.0,10.0,36.0,3.45,1.0018,35.93,1.0,0.862,-0.01195,0.0956,0.99535,0.94249,-0.01195,-0.33401,-0.73,19.51,0.9426,1.0,-0.87,-1.57,-2.6,19.29,-4.36,-2.2,-13.5,1,0,ok,5.53,19.51,7.82,5.942,5.942,0,gz,terminal,5.94,0.69,4,STRIKE,mutlak_tavan,-0.52,25.0,13.69,-2.66,-0.2,1,-16.05,8.95,-0.07,10.0,3.58,-0.1,0.76,-5.49,-2.74,-0.33,19.91,6.54,319.1,254.8,1,1,-0.39,-0.4,1.28,
76.66,0.033999999999991815,0.0633,300|248|336|256,36.0,8.0,36.0,3.45,1.0018,35.94,1.0,0.821,-0.01197,0.07185,0.99734,0.93426,-0.01197,-0.35638,-0.73,20.88,0.9343,1.0,-0.88,-0.62,-1.0,19.33,-4.45,-2.54,-13.2,1,0,ok,4.18,20.88,7.82,5.926,5.926,0,gz,terminal,5.93,0.48,4,STRIKE,mutlak_tavan,-0.5,25.0,13.82,-2.71,-0.23,1,-17.42,7.58,-0.45,10.0,3.53,-0.7,1.02,-4.12,-2.06,-0.71,21.2,6.546,318.1,251.1,1,1,-0.03,-0.32,1.27,
76.692,0.031999999999996476,0.0699,298|245|335|254,37.0,9.0,37.0,3.02,1.0014,36.95,1.0,0.79,-0.02397,0.05393,0.99826,0.92752,-0.02397,-0.373,-1.48,21.9,0.9278,1.0,-1.78,-2.86,-4.8,19.31,-4.57,-2.31,-14.0,1,0,ok,3.38,21.9,7.61,5.891,5.891,0,gz,terminal,5.89,1.11,4,STRIKE,mutlak_tavan,-0.8,25.0,13.65,-2.64,-0.22,1,-18.85,6.14,-1.96,10.0,3.32,-3.3,-0.19,-3.1,-1.55,-0.46,22.49,6.482,318.8,247.3,1,1,-1.02,-0.59,1.12,
76.726,0.034000000000006025,0.0898,300|241|336|250,36.0,9.0,36.0,3.16,1.0015,35.95,1.0,0.826,-0.012,0.03,0.99948,0.91851,-0.012,-0.39521,-0.75,23.28,0.9186,1.0,-0.9,-2.85,-4.7,19.27,-4.7,-2.53,-14.0,1,0,ok,1.85,23.28,7.82,5.856,5.856,0,gz,terminal,5.86,1.03,4,STRIKE,mutlak_tavan,-0.92,25.0,13.68,-2.64,-0.23,1,-20.11,4.89,-1.6,10.0,3.26,-2.7,0.8,-1.72,-0.86,0.14,23.66,6.454,320.4,243.9,1,1,-0.89,-0.39,1.36,
76.792,0.0660000000000025,0.0487,303|236|339|246,36.0,10.0,36.0,3.73,1.0021,35.92,1.0,0.808,0.006,0.006,0.99996,0.90881,0.006,-0.41716,0.38,24.66,0.9088,1.0,0.45,-1.37,-2.3,19.2,-4.68,-3.06,-13.3,0,0,ok,0.49,24.66,7.82,5.813,5.813,0,gz,terminal,5.81,0.66,4,STRIKE,mutlak_tavan,-0.79,25.0,13.95,-2.74,-0.28,1,-20.93,4.07,-0.11,10.0,3.45,-0.2,3.16,-0.34,-0.17,0.88,24.31,6.42,322.3,242.0,1,1,-0.51,0.34,1.4,
76.824,0.031999999999996476,0.0607,303|236|338|244,35.0,8.0,35.0,3.33,1.0017,34.94,1.0,0.769,0.0,0.0,1.0,0.90631,0.0,-0.42262,0.0,25.0,0.9063,1.0,0.0,-2.08,-3.5,19.18,-4.8,-3.02,-13.7,1,0,ok,0.0,25.0,8.04,5.763,5.763,0,gz,terminal,5.76,1.54,4,STRIKE,mutlak_tavan,-1.16,25.0,13.75,-2.68,-0.26,1,-21.66,3.33,-0.44,10.0,3.4,-0.7,2.96,0.0,0.0,0.82,24.88,6.384,322.2,240.3,1,1,-0.82,0.12,1.66,
76.858,0.034000000000006025,0.071,303|233|340|243,37.0,10.0,37.0,3.7,1.0021,36.92,1.0,0.82,0.006,-0.01201,0.99991,0.90115,0.006,-0.43346,0.38,25.69,0.9012,1.0,0.46,-0.51,-0.8,19.18,-4.66,-3.36,-13.1,1,0,ok,0.77,25.69,7.61,5.713,5.713,0,gz,terminal,5.71,1.48,4,STRIKE,mutlak_tavan,-1.32,25.0,13.75,-2.72,-0.26,1,-21.99,3.0,0.7,10.0,3.52,1.2,4.56,0.69,0.34,0.76,25.06,6.329,322.0,239.8,1,1,-0.38,0.63,1.28,
76.89,0.031999999999996476,0.0773,303|233|340|243,37.0,10.0,37.0,3.64,1.002,36.93,1.0,0.826,0.006,-0.01201,0.99991,0.90115,0.006,-0.43346,0.38,25.69,0.9012,1.0,0.46,0.25,0.4,19.2,-4.54,-3.44,-12.9,1,0,ok,0.77,25.69,7.61,5.676,5.676,0,gz,terminal,5.68,1.17,4,STRIKE,mutlak_tavan,-1.25,25.0,13.99,-2.81,-0.36,1,-22.04,2.95,0.81,10.0,3.57,1.3,4.72,0.69,0.34,0.78,24.86,6.284,322.1,240.4,1,1,-0.4,0.83,1.33,
76.924,0.034000000000006025,0.0802,303|235|340|243,37.0,8.0,37.0,3.47,1.0018,36.93,1.0,0.82,0.006,-0.006,0.99996,0.90374,0.006,-0.42804,0.38,25.34,0.9038,1.0,0.46,0.98,1.6,19.23,-4.41,-3.27,-12.5,1,0,ok,0.49,25.34,7.61,5.605,5.605,0,gz,terminal,5.6,2.08,4,STRIKE,mutlak_tavan,-1.66,25.0,13.74,-2.79,-0.37,1,-21.87,3.11,0.12,10.0,3.53,0.2,3.83,0.34,0.17,0.39,24.71,5.658,321.0,240.8,1,1,-0.01,0.63,1.95,
76.956,0.031999999999996476,0.0719,303|234|340|243,37.0,9.0,37.0,4.32,1.0028,36.9,1.0,0.841,0.006,-0.01201,0.99991,0.90115,0.006,-0.43346,0.38,25.69,0.9012,1.0,0.46,1.52,2.5,19.21,-4.28,-3.59,-12.4,1,0,ok,0.77,25.69,7.62,5.552,5.552,0,gz,terminal,5.55,1.64,4,STRIKE,mutlak_tavan,-1.65,25.0,13.94,-2.88,-0.4,1,-21.36,3.62,2.74,10.0,3.84,4.6,6.92,0.69,0.34,0.26,23.93,5.602,320.7,243.1,1,1,0.12,1.76,2.02,
76.99,0.033999999999991815,0.0785,302|236|339|245,37.0,9.0,37.0,4.34,1.0029,36.89,1.0,0.809,0.0,0.0,1.0,0.90631,0.0,-0.42262,0.0,25.0,0.9063,1.0,0.0,0.31,0.5,19.12,-4.31,-3.93,-12.8,1,0,ok,0.0,25.0,7.62,5.468,5.468,0,gz,terminal,5.47,2.48,4,STRIKE,mutlak_tavan,-2.06,25.0,13.73,-2.81,-0.39,1,-20.64,4.34,3.08,10.0,4.04,5.1,7.12,0.0,0.0,0.12,22.83,5.527,320.3,246.3,1,1,-0.12,2.17,2.09,
77.022,0.03200000000001069,0.0765,300|239|339|248,39.0,9.0,39.0,3.3,1.0017,38.94,1.0,0.792,-0.006,0.01801,0.99982,0.91375,-0.006,-0.40622,-0.38,23.97,0.9138,1.0,-0.45,-1.2,-2.0,19.15,-4.43,-3.61,-13.3,1,0,ok,1.09,23.97,7.22,5.407,5.407,0,gz,terminal,5.41,1.91,4,STRIKE,mutlak_tavan,-1.99,25.0,13.77,-2.77,-0.57,1,-20.64,4.34,-0.82,10.0,3.74,-1.4,2.4,-1.03,-0.52,0.46,22.62,6.095,321.2,246.9,1,1,-0.84,1.35,1.12,
77.056,0.033999999999991815,0.0865,302|241|340|250,38.0,9.0,38.0,4.55,1.0031,37.88,1.0,0.804,0.006,0.03,0.99953,0.91856,0.006,-0.39523,0.37,23.28,0.9186,1.0,0.45,2.21,3.7,19.18,-4.3,-3.67,-12.0,1,0,ok,1.75,23.28,7.42,5.315,5.315,0,gz,terminal,5.31,2.71,4,STRIKE,mutlak_tavan,-2.35,25.0,13.58,-2.88,-0.49,1,-18.72,6.26,2.12,10.0,4.07,3.5,5.32,-1.72,-0.86,-0.01,20.36,6.015,320.0,253.5,1,1,0.39,2.92,1.4,
77.122,0.0660000000000025,0.0492,299|248|337|258,38.0,10.0,38.0,2.86,1.0012,37.95,1.0,0.765,-0.01197,0.0778,0.9969,0.93637,-0.01197,-0.3508,-0.73,20.54,0.9365,1.0,-0.88,0.17,0.3,19.31,-4.42,-3.01,-13.8,1,0,ok,4.51,20.54,7.4,5.204,5.204,0,gz,terminal,5.2,1.67,4,STRIKE,mutlak_tavan,-2.01,25.0,14.03,-2.92,-0.86,1,-17.65,7.34,-0.81,10.0,3.59,-1.3,0.54,-4.46,-2.23,0.19,18.82,5.887,320.5,258.0,1,1,-0.93,1.72,1.52,
77.154,0.031999999999996476,0.0557,298|252|338|261,40.0,9.0,40.0,1.84,1.0005,39.98,1.0,0.797,-0.01195,0.0956,0.99535,0.94249,-0.01195,-0.33401,-0.73,19.51,0.9426,1.0,-0.87,-1.1,-1.8,19.34,-4.54,-2.69,-13.8,1,0,ok,5.53,19.51,7.03,5.131,5.131,0,gz,terminal,5.13,2.28,4,STRIKE,mutlak_tavan,-2.15,25.0,14.02,-2.87,-1.2,1,-17.65,7.34,-6.34,10.0,2.89,-10.6,-6.2,-5.49,-2.74,0.16,18.35,5.767,320.4,259.4,1,1,-0.89,1.16,1.26,
77.188,0.034000000000006025,0.0615,299|256|341|265,42.0,9.0,42.0,1.66,1.0004,41.98,1.0,0.781,0.0,0.11921,0.99287,0.95022,0.0,-0.31157,0.0,18.15,0.9502,1.0,0.0,-0.16,-0.3,19.45,-4.55,-2.35,-13.4,1,0,ok,6.85,18.15,6.69,5.021,5.021,0,gz,terminal,5.02,3.24,4,STRIKE,mutlak_tavan,-2.69,25.0,13.6,-2.82,-1.39,1,-16.49,8.5,-7.39,10.0,2.4,-12.3,-8.42,-6.85,-3.42,0.7,16.68,5.686,322.0,264.3,1,1,-0.7,1.47,1.01,
77.22,0.031999999999996476,0.0683,309|261|329|271,20.0,10.0,20.0,0.69,1.0001,20.0,0.446,0.663,-0.00593,0.15421,0.98802,0.96062,-0.00593,-0.27779,-0.35,16.13,0.9606,1.0,-0.42,-0.61,-2.3,19.4,-4.67,-2.03,-14.0,1,0,ok,8.88,16.13,14.05,4.946,4.946,0,gz,terminal,4.95,2.37,4,STRIKE,mutlak_tavan,-2.53,25.0,13.88,-2.87,-1.45,1,-15.43,9.57,-4.38,10.0,1.71,-16.4,-7.1,-8.87,-4.44,0.66,15.01,5.59,321.9,269.3,1,1,-1.02,1.12,8.46,
77.254,0.034000000000006025,0.0663,299|266|333|277,34.0,11.0,34.0,0.02,1.0,34.0,1.0,0.606,-0.0236,0.1829,0.98285,0.96806,-0.0236,-0.2496,-1.4,14.45,0.9683,1.0,-1.68,-4.89,-8.2,19.37,-4.8,-1.69,-15.4,1,0,ok,10.63,14.45,8.27,4.826,4.826,0,gz,terminal,4.83,3.52,4,STRIKE,mutlak_tavan,-3.02,25.0,13.59,-2.54,-1.96,1,-14.43,10.57,-10.79,10.0,1.03,-18.0,-15.03,-10.55,-5.27,0.99,13.27,5.498,322.9,274.6,1,1,-2.39,1.19,2.77,
77.286,0.031999999999996476,0.0827,298|270|346|280,48.0,10.0,48.0,-0.39,1.0,48.0,1.0,0.746,0.01175,0.2056,0.97856,0.97377,0.01175,-0.22722,0.69,13.13,0.9738,1.0,0.83,2.14,3.6,19.41,-4.68,-1.37,-12.8,1,0,ok,11.88,13.13,5.85,4.692,4.692,0,gz,terminal,4.69,4.2,4,STRIKE,mutlak_tavan,-3.61,25.0,13.02,-2.84,-2.18,1,-13.53,11.47,-10.76,10.0,0.46,-17.9,-16.23,-11.87,-5.93,0.97,11.6,5.365,322.8,279.7,1,1,-0.28,1.53,0.49,
77.352,0.0660000000000025,0.0541,297|279|346|291,49.0,12.0,49.0,-2.9,1.0013,48.94,1.0,0.862,0.0058,0.26079,0.96538,0.98514,0.0058,-0.17164,0.34,9.88,0.9852,1.0,0.4,2.27,3.8,19.39,-4.41,-0.71,-13.1,1,0,ok,15.12,9.88,5.74,4.619,4.619,0,gz,terminal,4.62,1.1,4,STRIKE,mutlak_tavan,-2.36,25.0,14.45,-3.16,-2.68,1,-12.78,12.22,-11.42,0.0,-0.88,-19.0,-19.86,-15.12,-7.56,0.89,10.06,5.277,322.6,284.4,1,1,-0.55,-0.18,0.47,
77.386,0.033999999999991815,0.0602,297|283|346|295,49.0,12.0,49.0,-3.44,1.0018,48.91,1.0,0.874,0.00576,0.28219,0.95934,0.98872,0.00576,-0.14968,0.33,8.61,0.9887,1.0,0.4,1.43,2.4,19.31,-4.31,-0.37,-13.4,1,0,ok,16.39,8.61,5.75,4.502,4.502,0,gz,terminal,4.5,3.45,4,STRIKE,mutlak_tavan,-2.9,25.0,14.12,-3.06,-3.17,1,-12.06,12.94,-14.42,0.0,-1.91,-24.0,-24.52,-16.39,-8.2,1.21,8.38,5.16,323.6,289.7,1,1,-0.87,0.23,0.59,
77.418,0.03200000000001069,0.071,297|288|348|301,51.0,13.0,51.0,-4.44,1.003,50.85,1.0,0.877,0.01142,0.30835,0.95121,0.9924,0.01142,-0.12254,0.66,7.04,0.9925,1.0,0.79,1.19,2.0,19.19,-4.24,-0.05,-13.3,1,0,ok,17.97,7.04,5.53,4.398,4.398,0,gz,terminal,4.4,3.24,4,STRIKE,mutlak_tavan,-3.07,25.0,14.13,-3.06,-3.5,1,-11.48,13.52,-16.47,0.0,-2.92,-27.4,-28.37,-17.96,-8.98,1.53,6.81,5.044,324.6,294.7,1,1,-0.87,0.23,0.48,
77.452,0.033999999999991815,0.0787,297|293|350|307,53.0,14.0,53.0,-5.66,1.0049,52.74,1.0,0.869,0.01694,0.33882,0.9407,0.99575,0.01694,-0.09048,0.97,5.19,0.9959,1.0,1.17,2.7,4.5,19.13,-4.12,0.29,-12.7,1,0,ok,19.83,5.19,5.33,4.244,4.244,0,gz,terminal,4.24,4.54,4,STRIKE,mutlak_tavan,-3.81,25.0,13.65,-3.06,-4.1,1,-10.85,14.15,-17.76,0.0,-4.01,-29.6,-31.68,-19.81,-9.9,1.38,5.14,4.927,324.2,300.2,1,1,-0.41,0.05,0.4,
