t,dt,durum,d_h,menzil,tgt_x,tgt_y,tgt_z,tgt_vx,tgt_vy,tgt_vz,iris_x,iris_y,iris_z,iris_roll_deg,iris_pitch_deg,iris_yaw_deg,st_x,st_y,st_z,vx_cmd,vy_cmd,vz_cmd,yaw_cmd_deg,kadraj_yaw_deg,kadraj_elev_deg,kadraj_pitch_hata_deg,u_px,v_px,tgt_omega_dps,ic_kayma_m,ic_yaricap_m
4527.314,0.0536,KILIT,4.8,4.83,1249.93,-218.38,-15.69,10.45,-2.28,-0.0,1245.27,-217.23,-15.17,-1.5,0.5,-16.5,1248.13,-217.55,-15.17,12.64,-2.32,-0.0,-16.5,2.73,5.61,-19.39,328.4,298.6,0.27,0.43,
4527.364,0.0501,KILIT,5.36,5.39,1250.48,-218.5,-15.69,10.63,-2.31,-0.0,1245.27,-217.23,-15.17,-2.5,0.2,-13.6,1248.74,-217.4,-15.17,13.13,-1.97,-0.0,-13.6,0.11,5.34,-19.66,320.3,299.5,0.43,0.71,
4527.414,0.0506,KILIT,5.38,5.41,1251.03,-218.63,-15.69,10.71,-2.35,-0.0,1245.8,-217.36,-15.17,-2.7,1.6,-16.9,1249.17,-218.09,-15.17,13.6,-2.35,-0.0,-13.6,3.48,3.76,-21.24,330.8,304.7,0.07,0.12,
4527.465,0.0509,KILIT,4.83,4.86,1251.58,-218.75,-15.69,10.72,-2.38,-0.0,1246.88,-217.62,-15.17,-1.2,3.0,-16.9,1249.53,-219.08,-15.17,13.28,-2.87,-0.0,-13.5,3.42,3.07,-21.93,330.7,307.0,-0.47,0.77,
4527.517,0.0513,KILIT,4.84,4.86,1252.13,-218.87,-15.69,10.73,-2.37,-0.0,1247.43,-217.74,-15.17,-2.2,2.2,-12.6,1250.2,-218.64,-15.17,12.7,-3.06,-0.0,-12.6,-0.77,3.97,-21.03,317.6,304.0,-0.12,0.19,
4527.567,0.0507,KILIT,4.85,4.88,1252.68,-218.99,-15.69,10.75,-2.39,-0.0,1247.96,-217.87,-15.17,-0.2,2.6,-14.9,1250.66,-219.16,-15.17,12.54,-3.64,-0.0,-14.9,1.5,3.51,-21.49,324.7,305.6,-0.37,0.6,
4527.617,0.0501,KILIT,5.41,5.44,1253.23,-219.12,-15.69,10.81,-2.4,-0.0,1247.96,-217.87,-15.17,0.1,4.0,-17.5,1251.22,-219.24,-15.17,13.08,-3.9,-0.0,-13.3,4.16,1.51,-23.49,333.2,312.4,-0.34,0.56,
4527.667,0.0501,KILIT,4.86,4.89,1253.77,-219.24,-15.69,10.83,-2.41,-0.0,1249.04,-218.13,-15.17,-0.3,2.7,-12.3,1251.78,-219.3,-15.17,12.53,-3.65,-0.0,-12.3,-0.86,3.41,-21.59,317.3,305.9,-0.3,0.49,
4527.718,0.0503,KILIT,4.86,4.89,1254.32,-219.35,-15.69,10.85,-2.38,-0.0,1249.58,-218.26,-15.17,1.2,2.2,-13.8,1252.5,-218.65,-15.17,12.68,-3.07,-0.0,-13.8,0.71,3.92,-21.08,322.2,304.2,0.18,0.3,
4527.769,0.0508,KILIT,4.87,4.9,1254.86,-219.48,-15.69,10.8,-2.39,-0.0,1250.11,-218.4,-15.17,0.3,3.5,-17.2,1252.96,-219.16,-15.17,12.9,-2.56,-0.0,-12.8,4.4,2.62,-22.38,333.9,308.6,-0.06,0.1,
4527.819,0.0509,KILIT,4.91,4.94,1255.42,-219.6,-15.69,10.83,-2.39,-0.0,1250.63,-218.52,-15.17,-0.4,2.6,-13.0,1253.56,-219.08,-15.17,13.2,-2.03,-0.0,-13.0,0.33,3.45,-21.55,321.0,305.8,0.07,0.11,
4527.87,0.0502,KILIT,4.92,4.95,1255.97,-219.72,-15.69,10.91,-2.42,-0.0,1251.17,-218.65,-15.17,1.0,2.2,-13.4,1254.04,-219.51,-15.17,13.16,-2.63,-0.0,-13.4,0.74,3.84,-21.16,322.3,304.5,-0.13,0.21,
4527.92,0.0501,KILIT,5.17,5.19,1256.74,-219.89,-15.69,12.25,-2.69,-0.0,1251.7,-218.78,-15.18,-0.4,3.4,-17.1,1254.92,-219.17,-15.17,13.74,-2.47,0.0,-12.4,4.69,2.22,-22.78,334.8,309.9,0.19,0.31,
4527.97,0.0504,KILIT,5.32,5.34,1257.42,-220.04,-15.69,12.61,-2.77,-0.0,1252.23,-218.9,-15.18,0.5,2.7,-14.0,1255.61,-219.26,-15.17,14.34,-2.39,0.0,-14.0,1.61,2.8,-22.2,325.1,308.0,0.23,0.37,
4528.02,0.0501,KILIT,4.77,4.8,1257.42,-220.04,-15.69,12.61,-2.77,-0.0,1252.76,-219.02,-15.18,1.3,1.2,-13.0,1255.61,-219.26,-15.17,14.42,-1.94,0.01,-13.0,0.57,4.91,-20.09,321.8,300.9,0.23,0.37,
4528.071,0.0506,KILIT,4.87,4.9,1258.05,-220.18,-15.69,10.69,-2.36,-0.0,1253.29,-219.15,-15.17,0.9,1.9,-16.6,1256.2,-219.58,-15.17,13.83,-2.08,0.0,-12.2,4.33,4.27,-20.73,333.4,303.0,0.11,0.19,
4528.121,0.0501,KILIT,5.13,5.15,1258.84,-220.35,-15.69,12.23,-2.68,-0.0,1253.83,-219.28,-15.17,2.6,1.9,-15.1,1257.04,-219.54,-15.17,14.43,-2.11,0.0,-12.1,2.85,4.03,-20.97,328.8,303.8,0.25,0.41,
4528.171,0.0501,KILIT,4.59,4.62,1258.84,-220.35,-15.69,12.23,-2.68,-0.0,1254.35,-219.4,-15.17,2.3,-0.2,-11.5,1257.04,-219.54,-15.17,13.84,-1.99,-0.0,-11.5,-0.72,6.64,-18.36,317.8,295.3,0.25,0.41,
4528.222,0.0507,KILIT,4.76,4.79,1259.54,-220.5,-15.69,10.63,-2.33,-0.0,1254.88,-219.52,-15.17,2.8,0.1,-15.1,1257.73,-219.71,-15.17,13.24,-1.96,-0.0,-11.9,2.88,6.28,-18.72,328.8,296.4,0.24,0.39,
4528.272,0.0501,KILIT,4.87,4.89,1260.17,-220.65,-15.69,11.26,-2.49,-0.0,1255.41,-219.66,-15.17,4.3,0.2,-14.5,1258.26,-220.37,-15.17,13.25,-2.56,-0.0,-14.5,2.36,6.09,-18.91,327.2,297.0,-0.09,0.15,
4528.322,0.0501,KILIT,4.94,4.97,1260.78,-220.78,-15.69,11.51,-2.57,-0.0,1255.94,-219.79,-15.17,3.6,-1.7,-10.9,1258.75,-221.01,-15.17,13.3,-3.16,-0.0,-10.9,-1.19,7.65,-17.35,316.4,292.0,-0.41,0.66,
4528.372,0.0502,KILIT,5.21,5.24,1261.58,-220.96,-15.69,12.86,-2.84,-0.0,1256.48,-219.89,-15.17,4.3,-1.2,-13.9,1259.7,-220.55,-15.17,13.9,-3.23,-0.0,-13.9,1.56,7.03,-17.97,324.7,294.0,-0.01,0.01,
4528.422,0.0501,KILIT,5.41,5.43,1262.28,-221.11,-15.69,13.19,-2.9,-0.0,1256.99,-220.01,-15.17,5.4,-0.9,-14.8,1260.43,-220.55,-15.17,14.5,-3.22,-0.0,-11.7,2.44,6.65,-18.35,327.4,295.2,0.09,0.15,
4528.472,0.0501,KILIT,5.52,5.54,1262.92,-221.25,-15.69,13.06,-2.87,-0.0,1257.52,-220.13,-15.18,4.3,-1.9,-12.3,1261.09,-220.59,-15.17,15.1,-3.15,0.0,-12.3,0.04,7.21,-17.79,320.1,293.5,0.15,0.25,
4528.522,0.05,KILIT,4.96,4.99,1262.92,-221.25,-15.69,13.06,-2.87,-0.0,1258.06,-220.26,-15.18,4.4,-1.2,-14.4,1261.09,-220.59,-15.17,15.16,-2.56,0.01,-14.4,2.34,7.27,-17.73,327.1,293.2,0.15,0.25,
4528.572,0.0501,KILIT,5.04,5.06,1263.51,-221.38,-15.69,10.91,-2.4,-0.0,1258.58,-220.37,-15.17,4.8,-0.8,-15.4,1261.66,-220.83,-15.17,14.56,-2.58,0.0,-11.6,3.23,6.99,-18.01,329.8,294.1,0.09,0.14,
4528.623,0.0508,KILIT,5.06,5.09,1264.09,-221.51,-15.69,11.04,-2.41,-0.0,1259.13,-220.48,-15.17,2.6,-2.6,-12.0,1262.33,-220.49,-15.17,14.25,-2.05,0.0,-12.0,-0.07,8.47,-16.53,319.8,289.4,0.38,0.62,
4528.673,0.0501,KILIT,5.1,5.13,1264.66,-221.63,-15.69,11.13,-2.44,-0.0,1259.66,-220.61,-15.17,3.6,-3.0,-13.2,1262.83,-220.94,-15.17,13.81,-2.46,-0.0,-13.2,1.1,8.91,-16.09,323.3,288.1,0.18,0.29,
4528.723,0.0504,KILIT,5.32,5.35,1265.41,-221.8,-15.69,12.28,-2.73,-0.0,1260.2,-220.71,-15.17,3.3,-2.5,-15.3,1263.4,-221.94,-15.17,14.01,-3.03,-0.0,-11.8,3.0,8.26,-16.74,329.0,290.1,-0.35,0.57,
4528.774,0.0501,KILIT,4.79,4.82,1265.41,-221.8,-15.69,12.28,-2.73,-0.0,1260.72,-220.83,-15.17,2.1,-3.9,-12.0,1263.4,-221.94,-15.17,13.8,-3.59,-0.0,-12.0,-0.09,10.1,-14.9,319.7,284.3,-0.35,0.57,
4528.825,0.0512,KILIT,5.48,5.5,1266.08,-221.95,-15.69,10.58,-2.36,-0.0,1260.72,-220.83,-15.17,3.4,-4.1,-12.9,1264.08,-222.06,-15.17,13.88,-4.2,-0.0,-12.9,0.5,9.57,-15.43,321.5,286.0,-0.33,0.54,
4528.875,0.0502,KILIT,5.03,5.06,1266.71,-222.09,-15.69,11.15,-2.48,-0.0,1261.79,-221.05,-15.17,3.0,-3.3,-15.2,1264.76,-221.96,-15.17,13.43,-3.79,-0.0,-12.0,2.77,9.36,-15.64,328.3,286.6,-0.18,0.3,
4528.925,0.0502,KILIT,5.09,5.12,1267.31,-222.22,-15.69,11.39,-2.52,-0.0,1262.33,-221.17,-15.17,1.7,-4.1,-12.6,1265.43,-221.75,-15.17,13.63,-3.22,-0.0,-12.6,0.36,9.95,-15.05,321.1,284.8,0.03,0.05,
4528.978,0.0528,KILIT,5.14,5.17,1267.89,-222.35,-15.69,11.3,-2.51,-0.0,1262.87,-221.27,-15.17,2.4,-4.2,-12.7,1265.97,-222.09,-15.17,13.79,-3.26,-0.0,-12.7,0.11,9.99,-15.01,320.3,284.7,-0.1,0.16,
4529.028,0.0501,KILIT,5.41,5.43,1268.68,-222.53,-15.69,12.64,-2.82,-0.0,1263.4,-221.39,-15.16,1.1,-3.3,-15.0,1266.68,-222.62,-15.17,14.25,-3.65,-0.0,-15.0,2.65,8.95,-16.05,327.9,287.9,-0.32,0.53,
4529.078,0.0501,KILIT,5.56,5.59,1269.38,-222.68,-15.69,13.03,-2.88,-0.0,1263.95,-221.5,-15.16,0.1,-3.6,-13.4,1267.53,-222.12,-15.17,14.82,-3.47,-0.01,-13.4,1.1,9.05,-15.95,323.3,287.6,0.09,0.15,
4529.128,0.0501,KILIT,5.56,5.59,1269.38,-222.68,-15.69,13.03,-2.88,-0.0,1263.95,-221.5,-15.16,0.8,-3.6,-13.5,1267.53,-222.12,-15.17,15.39,-3.3,-0.01,-13.5,1.09,9.06,-15.94,323.3,287.6,0.09,0.15,
4529.178,0.0501,KILIT,5.64,5.67,1270.0,-222.82,-15.69,10.98,-2.43,-0.0,1264.49,-221.61,-15.16,-0.8,-2.8,-16.4,1268.13,-222.35,-15.17,14.87,-3.0,-0.01,-12.4,4.13,8.1,-16.9,332.5,290.5,0.04,0.06,
4529.228,0.0501,KILIT,5.15,5.18,1270.6,-222.95,-15.69,11.25,-2.49,-0.0,1265.57,-221.83,-15.16,-0.7,-3.5,-15.6,1268.74,-222.39,-15.17,14.31,-2.79,-0.01,-12.6,3.14,9.33,-15.67,329.4,286.7,0.09,0.15,
4529.279,0.0501,KILIT,5.74,5.77,1271.17,-223.08,-15.69,11.33,-2.5,-0.0,1265.57,-221.83,-15.16,-0.7,-3.5,-15.6,1269.34,-222.41,-15.17,14.9,-2.69,-0.01,-12.6,3.16,8.73,-16.27,329.5,288.6,0.16,0.26,
4529.329,0.05,KILIT,5.76,5.78,1271.74,-223.21,-15.69,11.33,-2.54,-0.0,1266.12,-221.96,-15.16,-1.7,-3.9,-16.0,1269.69,-223.55,-15.17,14.83,-3.29,-0.01,-12.6,3.74,9.04,-15.96,331.2,287.6,-0.48,0.78,
4529.379,0.0501,KILIT,5.78,5.81,1272.3,-223.34,-15.69,11.28,-2.52,-0.0,1266.66,-222.06,-15.16,-0.6,-4.4,-15.0,1270.34,-223.23,-15.17,14.81,-3.89,-0.01,-15.0,2.38,9.61,-15.39,327.1,285.8,-0.2,0.32,
4529.429,0.0501,KILIT,5.78,5.81,1272.84,-223.46,-15.69,11.11,-2.49,-0.0,1267.2,-222.17,-15.15,-0.6,-4.4,-15.0,1270.82,-223.63,-15.17,14.54,-4.43,-0.02,-15.0,2.26,9.71,-15.29,326.7,285.5,-0.38,0.61,
4529.479,0.05,KILIT,5.78,5.81,1273.38,-223.57,-15.69,11.02,-2.45,-0.0,1267.74,-222.28,-15.15,-0.9,-5.4,-12.4,1271.52,-223.05,-15.17,14.58,-3.83,-0.02,-12.4,-0.37,10.74,-14.26,318.9,282.3,0.07,0.11,
4529.529,0.0501,KILIT,5.79,5.81,1273.93,-223.7,-15.69,11.03,-2.45,-0.0,1268.29,-222.4,-15.15,-1.1,-5.0,-14.6,1272.08,-223.12,-15.17,14.58,-3.23,-0.02,-14.6,1.87,10.29,-14.71,325.5,283.7,0.1,0.16,
4529.579,0.0504,KILIT,5.77,5.8,1274.48,-223.82,-15.69,11.0,-2.46,-0.0,1268.86,-222.52,-15.15,-0.9,-6.2,-13.7,1272.53,-223.69,-15.17,14.24,-3.72,-0.02,-13.7,0.86,11.53,-13.47,322.5,279.9,-0.18,0.3,
4529.629,0.0501,KILIT,5.78,5.81,1275.03,-223.95,-15.69,11.0,-2.46,-0.0,1269.4,-222.63,-15.15,-0.9,-6.2,-13.7,1273.09,-223.79,-15.17,14.11,-3.8,-0.02,-13.7,0.75,11.52,-13.48,322.2,279.9,-0.17,0.27,
