t_sim,faz,gorev_faz,gorev_state,x1,y1,x2,y2,marj,kumulatif_s,kesintisiz_s,kilit,kilit_isteri_ok,tespit_dogrulandi,menzil,menzil_ref,yatay_oran,dikey_oran,baglayici_eksen,L_olculen,oran_ham,oran_ema,oran_hatasi,yaklasma_komut,yaklasma_sebep,vx,vy,vz,yaw,los_x,los_y,los_z
13.197,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
14.388,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
14.422,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
14.454,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
14.488,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
14.52,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
14.554,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
14.586,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
14.62,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
14.652,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
14.686,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
14.718,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
14.752,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
14.784,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
14.818,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
14.85,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
14.884,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
14.916,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
14.95,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
14.982,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0051
15.016,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0052
15.048,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0052
15.082,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0053
15.114,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0053
15.148,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0053
15.18,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0054
15.214,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0054
15.246,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0055
15.28,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0055
15.312,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0055
15.346,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0055
15.378,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0056
15.412,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0056
15.444,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0056
15.478,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0056
15.51,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0056
15.544,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0056
15.576,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0057
15.61,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0057
15.642,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0057
15.676,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0057
15.708,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0057
15.742,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0057
15.774,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0057
15.808,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0057
15.84,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0057
15.874,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0057
15.906,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
15.94,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
15.972,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
16.006,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
16.038,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
16.072,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
16.104,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
16.138,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
16.17,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
16.204,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
16.236,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
16.27,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
16.302,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
16.336,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
16.368,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
16.402,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
16.434,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
16.468,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0,1.0,0.0058
16.5,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0008,1.0,0.0058
16.534,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0008,1.0,0.0058
16.566,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0008,1.0,0.0058
16.6,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0058,1.0,0.0058
16.632,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0083,0.9999,0.0058
16.666,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0124,0.9999,0.0058
16.698,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0174,0.9998,0.0058
16.732,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0249,0.9997,0.0058
16.764,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0357,0.9993,0.0058
16.798,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0357,0.9993,0.0058
16.83,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0489,0.9988,0.0058
16.864,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0655,0.9978,0.0058
16.896,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.0844,0.9964,0.0058
16.93,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.1065,0.9943,0.0058
16.962,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.1317,0.9913,0.0058
16.996,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.1591,0.9872,0.0057
17.028,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.1591,0.9872,0.0057
17.062,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.1916,0.9815,0.0057
17.094,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.2282,0.9736,0.0057
17.128,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.2645,0.9644,0.0056
17.16,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.3041,0.9526,0.0055
17.194,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.3041,0.9526,0.0055
17.226,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.3449,0.9386,0.0055
17.26,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.3877,0.9218,0.0054
17.292,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.4306,0.9025,0.0053
17.326,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.4725,0.8813,0.0051
17.358,BEKLE,GPS,SEARCH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.5125,0.8587,0.005
17.392,TAKIBE_GECIS,GPS,APPROACH,615,315,640,324,0.0,0.0,0.0,0,0,0,,,0.0391,0.0187,yatay,,0.0391,,,,,,,,,0.5508,0.8346,0.0042
17.424,TAKIBE_GECIS,GPS,APPROACH,611,315,639,324,0.0,0.0,0.0,0,0,0,,,0.0437,0.0187,yatay,,0.0437,,,,,,,,,0.5508,0.8346,0.0042
17.458,TAKIBE_GECIS,GPS,APPROACH,604,315,633,324,0.0,0.0,0.0,0,0,0,,,0.0453,0.0187,yatay,,0.0453,,,,,,,,,0.5866,0.8099,0.004
17.49,TAKIBE_GECIS,GPS,APPROACH,595,315,625,324,0.0,0.0,0.0,0,0,0,,,0.0469,0.0187,yatay,,0.0469,,,,,,,,,0.6203,0.7843,0.0039
17.524,TAKIBE_GECIS,GPS,APPROACH,585,315,614,324,0.0,0.0,0.0,0,0,0,,,0.0453,0.0187,yatay,,0.0453,,,,,,,,,0.6513,0.7589,0.0025
17.556,TAKIBE_GECIS,GPS,APPROACH,575,315,603,323,0.0,0.0,0.0,0,0,0,,,0.0437,0.0167,yatay,,0.0437,,,,,,,,,0.6513,0.7589,0.0025
17.59,TAKIBE_GECIS,GPS,APPROACH,564,315,591,323,0.0,0.0,0.0,0,0,1,,,0.0422,0.0167,yatay,,0.0422,,,,,,,,,0.679,0.7342,0.0012
17.622,TAKIBE_GECIS,GPS,APPROACH,553,315,579,323,0.0,0.0,0.0,0,0,1,,,0.0406,0.0167,yatay,,0.0406,,,,,,,,,0.7042,0.71,-0.0012
17.656,TAKIBE_GECIS,GPS,APPROACH,541,315,566,322,0.0,0.0,0.0,0,0,1,,,0.0391,0.0146,yatay,,0.0391,,,,,,,,,0.7276,0.6859,-0.0045
17.688,TAKIBE_GECIS,GPS,APPROACH,531,314,555,322,0.0,0.0,0.0,0,0,1,,,0.0375,0.0167,yatay,,0.0375,,,,,,,,,0.7483,0.6634,-0.0082
17.722,TAKIBE_GECIS,GPS,APPROACH,521,314,543,321,0.0,0.0,0.0,0,0,1,,,0.0344,0.0146,yatay,,0.0344,,,,,,,,,0.7668,0.6417,-0.0126
17.754,TAKIBE_GECIS,GPS,APPROACH,511,313,532,320,0.0,0.0,0.0,0,0,1,,,0.0328,0.0146,yatay,,0.0328,,,,,,,,,0.7837,0.6209,-0.0177
17.788,TAKIBE_GECIS,GPS,APPROACH,502,312,522,319,0.0,0.0,0.0,0,0,1,,,0.0312,0.0146,yatay,,0.0312,,,,,,,,,0.7837,0.6209,-0.0177
17.82,TAKIBE_GECIS,GPS,APPROACH,494,312,512,319,0.0,0.0,0.0,0,0,1,,,0.0281,0.0146,yatay,,0.0281,,,,,,,,,0.7986,0.6015,-0.0229
17.854,TAKIBE_GECIS,GPS,APPROACH,486,311,503,318,0.0,0.0,0.0,0,0,1,,,0.0266,0.0146,yatay,,0.0266,,,,,,,,,0.8127,0.5821,-0.0278
17.886,TAKIBE_GECIS,GPS,APPROACH,479,310,494,317,0.0,0.0,0.0,0,0,1,,,0.0234,0.0146,yatay,,0.0234,,,,,,,,,0.8249,0.5643,-0.0332
17.92,TAKIBE_GECIS,GPS,APPROACH,471,309,486,316,0.0,0.0,0.0,0,0,1,,,0.0234,0.0146,yatay,,0.0234,,,,,,,,,0.8357,0.5479,-0.0382
17.952,TAKIBE_GECIS,GPS,APPROACH,465,308,479,315,0.0,0.0,0.0,0,0,1,,,0.0219,0.0146,yatay,,0.0219,,,,,,,,,0.8357,0.5479,-0.0382
17.986,TAKIBE_GECIS,GPS,APPROACH,458,307,472,314,0.0,0.0,0.0,0,0,1,,,0.0219,0.0146,yatay,,0.0219,,,,,,,,,0.846,0.5314,-0.0434
18.018,TAKIBE_GECIS,GPS,APPROACH,453,306,466,313,0.0,0.0,0.0,0,0,1,,,0.0203,0.0146,yatay,,0.0203,,,,,,,,,0.8553,0.5159,-0.0485
18.052,TAKIBE_GECIS,GPS,APPROACH,447,305,460,313,0.0,0.0,0.0,0,0,1,,,0.0203,0.0167,yatay,,0.0203,,,,,,,,,0.8635,0.5015,-0.0534
18.084,TAKIBE_GECIS,GPS,APPROACH,442,304,455,312,0.0,0.0,0.0,0,0,1,,,0.0203,0.0167,yatay,,0.0203,,,,,,,,,0.8713,0.4873,-0.0584
18.118,TAKIBE_GECIS,GPS,APPROACH,437,303,449,311,0.0,0.0,0.0,0,0,1,,,0.0187,0.0167,yatay,,0.0187,,,,,,,,,0.8782,0.4742,-0.0634
18.15,TAKIBE_GECIS,GPS,APPROACH,433,303,444,310,0.0,0.0,0.0,0,0,1,,,0.0172,0.0146,yatay,,0.0172,,,,,,,,,0.8782,0.4742,-0.0634
18.184,TAKIBE_GECIS,GPS,APPROACH,428,302,440,309,0.0,0.0,0.0,0,0,1,,,0.0187,0.0146,yatay,,0.0187,,,,,,,,,0.8845,0.4615,-0.0681
18.216,TAKIBE_GECIS,GPS,APPROACH,425,301,436,308,0.0,0.0,0.0,0,0,1,,,0.0172,0.0146,yatay,,0.0172,,,,,,,,,0.8904,0.4494,-0.0725
18.25,TAKIBE_GECIS,GPS,APPROACH,421,300,432,307,0.0,0.0,0.0,0,0,1,,,0.0172,0.0146,yatay,,0.0172,,,,,,,,,0.8955,0.4383,-0.077
18.282,TAKIBE_GECIS,GPS,APPROACH,417,299,428,306,0.0,0.0,0.0,0,0,1,,,0.0172,0.0146,yatay,,0.0172,,,,,,,,,0.9005,0.4272,-0.0812
18.316,TAKIBE_GECIS,GPS,APPROACH,414,298,425,306,0.0,0.0,0.0,0,0,1,,,0.0172,0.0167,yatay,,0.0172,,,,,,,,,0.9049,0.417,-0.0856
18.348,TAKIBE_GECIS,GPS,APPROACH,411,297,421,305,0.0,0.0,0.0,0,0,1,,,0.0156,0.0167,dikey,,0.0167,,,,,,,,,0.9089,0.4074,-0.0894
18.382,TAKIBE_GECIS,GPS,APPROACH,408,297,418,304,0.0,0.0,0.0,0,0,1,,,0.0156,0.0146,yatay,,0.0156,,,,,,,,,0.9127,0.3979,-0.0933
18.414,TAKIBE_GECIS,GPS,APPROACH,405,296,415,304,0.0,0.0,0.0,0,0,1,,,0.0156,0.0167,dikey,,0.0167,,,,,,,,,0.9127,0.3979,-0.0933
18.448,TAKIBE_GECIS,GPS,APPROACH,403,296,412,303,0.0,0.0,0.0,0,0,1,,,0.0141,0.0146,dikey,,0.0146,,,,,,,,,0.9163,0.3886,-0.097
18.48,TAKIBE_GECIS,GPS,APPROACH,400,295,410,302,0.0,0.0,0.0,0,0,1,,,0.0156,0.0146,yatay,,0.0156,,,,,,,,,0.9194,0.3802,-0.1002
18.514,TAKIBE_GECIS,GPS,APPROACH,398,294,408,302,0.0,0.0,0.0,0,0,1,,,0.0156,0.0167,dikey,,0.0167,,,,,,,,,0.9226,0.3714,-0.1038
18.546,TAKIBE_GECIS,GPS,APPROACH,396,294,405,301,0.0,0.0,0.0,0,0,1,,,0.0141,0.0146,dikey,,0.0146,,,,,,,,,0.9255,0.3635,-0.1067
18.58,TAKIBE_GECIS,GPS,APPROACH,394,293,403,301,0.0,0.0,0.0,0,0,1,,,0.0141,0.0167,dikey,,0.0167,,,,,,,,,0.9283,0.3555,-0.1095
18.612,TAKIBE_GECIS,GPS,APPROACH,392,292,402,300,0.0,0.0,0.0,0,0,1,,,0.0156,0.0167,dikey,,0.0167,,,,,,,,,0.9305,0.3487,-0.1124
18.646,TAKIBE_GECIS,GPS,APPROACH,390,292,400,300,0.0,0.0,0.0,0,0,1,,,0.0156,0.0167,dikey,,0.0167,,,,,,,,,0.9329,0.3413,-0.1149
18.678,TAKIBE_GECIS,GPS,APPROACH,389,291,398,299,0.0,0.0,0.0,0,0,1,,,0.0141,0.0167,dikey,,0.0167,,,,,,,,,0.935,0.3345,-0.1176
18.744,TAKIBE_GECIS,GPS,APPROACH,385,290,395,299,0.0,0.0,0.0,0,0,1,,,0.0156,0.0187,dikey,,0.0187,,,,,,,,,0.9371,0.3279,-0.1198
18.778,TAKIBE_GECIS,GPS,APPROACH,384,290,393,298,0.0,0.0,0.0,0,0,1,,,0.0141,0.0167,dikey,,0.0167,,,,,,,,,0.939,0.3213,-0.1226
18.81,TAKIBE_GECIS,GPS,APPROACH,384,290,393,298,0.0,0.0,0.0,0,0,1,,,0.0141,0.0167,dikey,,0.0167,,,,,,,,,0.9409,0.3149,-0.1249
18.844,TAKIBE_GECIS,GPS,APPROACH,381,289,390,297,0.0,0.0,0.0,0,0,1,,,0.0141,0.0167,dikey,,0.0167,,,,,,,,,0.9425,0.3091,-0.1273
18.876,TAKIBE_GECIS,GPS,APPROACH,381,289,390,297,0.0,0.0,0.0,0,0,1,,,0.0141,0.0167,dikey,,0.0167,,,,,,,,,0.9441,0.3032,-0.1293
18.942,TAKIBE_GECIS,GPS,APPROACH,378,288,386,296,0.0,0.0,0.0,0,0,1,,,0.0125,0.0167,dikey,,0.0167,,,,,,,,,0.9456,0.2978,-0.1313
18.976,TAKIBE_GECIS,GPS,APPROACH,376,288,385,295,0.0,0.0,0.0,0,0,1,,,0.0141,0.0146,dikey,,0.0146,,,,,,,,,0.9457,0.2978,-0.1302
19.008,TAKIBE_GECIS,GPS,APPROACH,376,288,385,295,0.0,0.0,0.0,0,0,1,,,0.0141,0.0146,dikey,,0.0146,,,,,,,,,0.9484,0.287,-0.135
19.042,TAKIBE_GECIS,GPS,APPROACH,374,287,383,295,0.0,0.0,0.0,0,0,1,,,0.0141,0.0167,dikey,,0.0167,,,,,,,,,0.9485,0.287,-0.1339
19.074,TAKIBE_GECIS,GPS,APPROACH,374,287,383,295,0.0,0.0,0.0,0,0,1,,,0.0141,0.0167,dikey,,0.0167,,,,,,,,,0.9497,0.2822,-0.1356
19.108,TAKIBE_GECIS,GPS,APPROACH,372,286,381,294,0.0,0.0,0.0,0,0,1,,,0.0141,0.0167,dikey,,0.0167,,,,,,,,,0.9509,0.2769,-0.1383
19.14,TAKIBE_GECIS,GPS,APPROACH,371,286,379,294,0.0,0.0,0.0,0,0,1,,,0.0125,0.0167,dikey,,0.0167,,,,,,,,,0.9521,0.272,-0.1395
19.174,BEKLE,GPS,APPROACH,,,,,0.0,0.0,0.0,0,0,1,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.9532,0.2675,-0.1407
19.206,BEKLE,GPS,APPROACH,,,,,0.0,0.0,0.0,0,0,1,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.9543,0.263,-0.1419
19.24,BEKLE,GPS,APPROACH,,,,,0.0,0.0,0.0,0,0,1,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.9554,0.2584,-0.1431
19.306,BEKLE,GPS,APPROACH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.9564,0.2542,-0.144
19.338,TAKIBE_GECIS,GPS,APPROACH,362,283,371,292,0.0,0.0,0.0,0,0,0,,,0.0141,0.0187,dikey,,0.0187,,,,,,,,,0.9573,0.2501,-0.1452
19.372,BEKLE,GPS,APPROACH,,,,,0.0,0.0,0.0,0,0,0,,,0.0,0.0,yatay,,0.0,,,,,,,,,0.9583,0.2458,-0.1459
19.404,TAKIBE_GECIS,GPS,APPROACH,360,283,369,292,0.0,0.0,0.0,0,0,0,,,0.0141,0.0187,dikey,,0.0187,,,,,,,,,0.9592,0.2418,-0.1468
19.438,TAKIBE_GECIS,GPS,APPROACH,360,283,369,292,0.0,0.0,0.0,0,0,0,,,0.0141,0.0187,dikey,,0.0187,,,,,,,,,0.9594,0.2418,-0.145
19.47,TAKIBE_GECIS,GPS,APPROACH,360,283,369,292,0.0,0.0,0.0,0,0,0,,,0.0141,0.0187,dikey,,0.0187,,,,,,,,,0.9606,0.2357,-0.147
19.536,TAKIBE_GECIS,GPS,APPROACH,360,283,369,292,0.0,0.0,0.0,0,0,0,,,0.0141,0.0187,dikey,,0.0187,,,,,,,,,0.9615,0.232,-0.1475
19.57,TAKIBE_GECIS,GPS,APPROACH,359,283,367,292,0.0,0.0,0.0,0,0,0,,,0.0125,0.0187,dikey,,0.0187,,,,,,,,,0.9624,0.2266,-0.1496
19.602,TAKIBE_GECIS,GPS,APPROACH,359,283,367,292,0.0,0.0,0.0,0,0,1,,,0.0125,0.0187,dikey,,0.0187,,,,,,,,,0.9627,0.2267,-0.1477
