t_ros,dt,gecikme_s,bbox,bbox_w,bbox_h,olcek_ham,eps_deg,duzeltme,olcek,kalite,guven,u_nisan_x,u_nisan_y,u_nisan_z,u_govde_x,u_govde_y,u_govde_z,yaw_hata_deg,pitch_hata_deg,yatay_bilesen,azimut_kalite,yaw_adim_deg,yatay_lead_deg,az_rate_dps,vx_cmd,vy_cmd,vz_cmd,yaw_cmd_deg,v_doygun,yaw_doygun,durum,eksen_disi_deg,govde_yukselti_deg,menzil_kestirim_m,menzil_gercek_m,menzil_ham_m,menzil_red,menzil_kaynak,alt_faz,en_yakin_m,kapanma_hizi_ms,mod,gorev_faz,aktif_klemp,menzil_rate_ms,kapanma_bileseni_ms,vhk_x,vhk_y,vhk_z,lead_aktif,pitch_body_deg,kamera_dunya_pitch_deg,pn_dikey_deg,coalt_deg,los_elev_deg,los_elev_rate_dps,gama_deg,kadraj_hata_deg,kadraj_duz_deg,gercek_yaw_deg,gercek_elev_deg,gercek_menzil_ham_m,gercek_u_px,gercek_v_px,gercek_onde,gercek_kadraj_ici,bbox_yaw_sapma_deg,bbox_elev_sapma_deg,bbox_menzil_sapma_m,yapilandirma
110.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tespit_yok,,,,2.591,2.591,0,gz,,1.6,-1.14,4,,,,,,,,,,,,,,,,,,-178.24,11.03,2.487,,,0,0,,,,
111.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tespit_yok,,,,2.616,2.616,0,gz,,1.6,-0.8,4,,,,,,,,,,,,,,,,,,-177.49,6.24,1.954,,,0,0,,,,
111.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tespit_yok,,,,2.664,2.664,0,gz,,1.6,-1.41,4,,,,,,,,,,,,,,,,,,-177.76,8.75,2.001,,,0,0,,,,
111.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tespit_yok,,,,2.705,2.705,0,gz,,1.6,-1.27,4,,,,,,,,,,,,,,,,,,-177.15,11.38,2.047,,,0,0,,,,
111.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tespit_yok,,,,2.74,2.74,0,gz,,1.6,-1.01,4,,,,,,,,,,,,,,,,,,-178.03,14.07,2.147,,,0,0,,,,
111.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tespit_yok,,,,2.757,2.757,0,gz,,1.6,-0.54,4,,,,,,,,,,,,,,,,,,-176.36,15.81,2.175,,,0,0,,,,
111.178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tespit_yok,,,,2.777,2.777,0,gz,,1.6,-0.58,4,,,,,,,,,,,,,,,,,,-177.7,17.97,2.183,,,0,0,,,,
111.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tespit_yok,,,,2.786,2.786,0,gz,,1.6,-0.31,4,,,,,,,,,,,,,,,,,,-175.73,18.7,2.196,,,0,0,,,,
111.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tespit_yok,,,,2.785,2.785,0,gz,,1.6,0.02,4,,,,,,,,,,,,,,,,,,-175.8,20.4,2.193,,,0,0,,,,
111.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tespit_yok,,,,2.77,2.77,0,gz,,1.6,0.43,4,,,,,,,,,,,,,,,,,,-173.83,21.13,2.175,,,0,0,,,,
111.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tespit_yok,,,,2.756,2.756,0,gz,,1.6,0.43,4,,,,,,,,,,,,,,,,,,-178.06,24.68,2.703,,,0,0,,,,
111.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tespit_yok,,,,2.736,2.736,0,gz,,1.6,0.59,4,,,,,,,,,,,,,,,,,,-174.72,22.26,2.162,,,0,0,,,,
111.408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tespit_yok,,,,2.713,2.713,0,gz,,1.6,0.73,4,,,,,,,,,,,,,,,,,,-175.07,22.33,2.124,,,0,0,,,,
111.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tespit_yok,,,,2.658,2.658,0,gz,,1.6,1.62,4,,,,,,,,,,,,,,,,,,-173.52,23.99,2.08,,,0,0,,,,
