t_ros,dt,gecikme_s,bbox,bbox_w,bbox_h,olcek_ham,eps_deg,duzeltme,olcek,kalite,guven,u_nisan_x,u_nisan_y,u_nisan_z,u_govde_x,u_govde_y,u_govde_z,yaw_hata_deg,pitch_hata_deg,yatay_bilesen,azimut_kalite,yaw_adim_deg,yatay_lead_deg,az_rate_dps,vx_cmd,vy_cmd,vz_cmd,yaw_cmd_deg,v_doygun,yaw_doygun,durum,eksen_disi_deg,govde_yukselti_deg,menzil_kestirim_m,menzil_gercek_m,menzil_ham_m,menzil_red,menzil_kaynak,alt_faz,en_yakin_m,kapanma_hizi_ms,mod,gorev_faz,aktif_klemp,menzil_rate_ms,kapanma_bileseni_ms,vhk_x,vhk_y,vhk_z,lead_aktif,pitch_body_deg,kamera_dunya_pitch_deg,pn_dikey_deg,coalt_deg,los_elev_deg,los_elev_rate_dps,gama_deg,kadraj_hata_deg,kadraj_duz_deg,gercek_yaw_deg,gercek_elev_deg,gercek_menzil_ham_m,gercek_u_px,gercek_v_px,gercek_onde,gercek_kadraj_ici,bbox_yaw_sapma_deg,bbox_elev_sapma_deg,bbox_menzil_sapma_m,yapilandirma
79.564,,,,,,,,,,,,,,,,,,,,,,,,,15.371055708496202,-12.764955321941994,0.8868833266733362,-11.1,,,kor_dalis,,,,3.609,3.609,0,gz,,2.57,-1.53,4,,,,,,,,,,,,,,,,,,-179.6,-18.81,3.529,,,0,0,,,,
79.596,,,,,,,,,,,,,,,,,,,,,,,,,15.371055708496202,-12.764955321941994,0.8868833266733362,-11.1,,,kor_dalis,,,,3.638,3.638,0,gz,,2.57,-0.9,4,,,,,,,,,,,,,,,,,,179.81,-25.73,3.155,,,0,0,,,,
79.63,,,,,,,,,,,,,,,,,,,,,,,,,15.371055708496202,-12.764955321941994,0.8868833266733362,-11.1,,,kor_dalis,,,,3.676,3.676,0,gz,,2.57,-1.12,4,,,,,,,,,,,,,,,,,,179.9,-24.85,3.194,,,0,0,,,,
79.662,,,,,,,,,,,,,,,,,,,,,,,,,15.371055708496202,-12.764955321941994,0.8868833266733362,-11.1,,,kor_dalis,,,,3.695,3.695,0,gz,,2.57,-0.6,4,,,,,,,,,,,,,,,,,,-179.47,-24.07,3.226,,,0,0,,,,
79.696,,,,,,,,,,,,,,,,,,,,,,,,,15.371055708496202,-12.764955321941994,0.8868833266733362,-11.1,,,kor_dalis,,,,3.728,3.728,0,gz,,2.57,-0.97,4,,,,,,,,,,,,,,,,,,-179.25,-24.28,3.248,,,0,0,,,,
79.728,,,,,,,,,,,,,,,,,,,,,,,,,15.371055708496202,-12.764955321941994,0.8868833266733362,-11.1,,,kor_dalis,,,,3.744,3.744,0,gz,,2.57,-0.49,4,,,,,,,,,,,,,,,,,,-177.07,-24.66,3.275,,,0,0,,,,
79.762,0.4300000000000068,0.0852,28|393|53|401,25.0,8.0,25.0,0.88,1.0001,25.0,0.744,0.779,-0.77421,0.43411,0.4606,0.60091,-0.77421,0.19878,-52.18,-11.47,0.98,1.0,-9.0,0.0,0.0,15.1,-13.06,1.36,-21.7,1,1,ok,62.57,-11.47,11.24,3.765,3.765,0,gz,terminal,2.57,-0.62,4,STRIKE,mutlak_tavan,0.55,25.0,14.77,-3.51,0.23,1,23.76,48.69,0.0,10.0,2.98,0.0,-15.26,-36.47,-18.23,-178.91,-24.81,3.28,,,0,0,126.73,13.35,7.96,
79.828,,,,,,,,,,,,,,,,,,,,,,,,,15.10002323215921,-13.059134513542347,1.355947919709889,-21.7,,,kor_dalis,,,,3.775,3.775,0,gz,,2.57,-0.16,4,,,,,,,,,,,,,,,,,,-177.18,-18.43,3.699,,,0,0,,,,
79.86,,,,,,,,,,,,,,,,,,,,,,,,,15.10002323215921,-13.059134513542347,1.355947919709889,-21.7,,,kor_dalis,,,,3.787,3.787,0,gz,,2.57,-0.38,4,,,,,,,,,,,,,,,,,,-176.29,-24.75,3.305,,,0,0,,,,
79.894,,,,,,,,,,,,,,,,,,,,,,,,,15.10002323215921,-13.059134513542347,1.355947919709889,-21.7,,,kor_dalis,,,,3.797,3.797,0,gz,,2.57,-0.29,4,,,,,,,,,,,,,,,,,,-175.6,-19.84,3.715,,,0,0,,,,
79.926,,,,,,,,,,,,,,,,,,,,,,,,,15.10002323215921,-13.059134513542347,1.355947919709889,-21.7,,,kor_dalis,,,,3.799,3.799,0,gz,,2.57,-0.05,4,,,,,,,,,,,,,,,,,,-174.71,-26.16,3.311,,,0,0,,,,
79.96,,,,,,,,,,,,,,,,,,,,,,,,,15.10002323215921,-13.059134513542347,1.355947919709889,-21.7,,,kor_dalis,,,,3.799,3.799,0,gz,,2.57,0.0,4,,,,,,,,,,,,,,,,,,-172.71,-26.86,3.325,,,0,0,,,,
79.992,,,,,,,,,,,,,,,,,,,,,,,,,15.10002323215921,-13.059134513542347,1.355947919709889,-21.7,,,kor_dalis,,,,3.796,3.796,0,gz,,2.57,0.09,4,,,,,,,,,,,,,,,,,,-173.29,-27.4,3.313,,,0,0,,,,
80.026,,,,,,,,,,,,,,,,,,,,,,,,,15.10002323215921,-13.059134513542347,1.355947919709889,-21.7,,,kor_dalis,,,,3.787,3.787,0,gz,,2.57,0.26,4,,,,,,,,,,,,,,,,,,-169.95,-27.52,3.311,,,0,0,,,,
80.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tespit_yok,,,,3.774,3.774,0,gz,,2.57,0.41,4,,,,,,,,,,,,,,,,,,-167.15,-29.24,3.295,,,0,0,,,,
