t_ros,dt,gecikme_s,bbox,bbox_w,bbox_h,olcek_ham,eps_deg,duzeltme,olcek,kalite,guven,u_nisan_x,u_nisan_y,u_nisan_z,u_govde_x,u_govde_y,u_govde_z,yaw_hata_deg,pitch_hata_deg,yatay_bilesen,azimut_kalite,yaw_adim_deg,yatay_lead_deg,az_rate_dps,vx_cmd,vy_cmd,vz_cmd,yaw_cmd_deg,v_doygun,yaw_doygun,durum,eksen_disi_deg,govde_yukselti_deg,menzil_kestirim_m,menzil_gercek_m,menzil_ham_m,menzil_red,menzil_kaynak,alt_faz,en_yakin_m,kapanma_hizi_ms,mod,gorev_faz,aktif_klemp,menzil_rate_ms,kapanma_bileseni_ms,vhk_x,vhk_y,vhk_z,lead_aktif,pitch_body_deg,kamera_dunya_pitch_deg,pn_dikey_deg,coalt_deg,los_elev_deg,los_elev_rate_dps,gama_deg,kadraj_hata_deg,kadraj_duz_deg,gercek_yaw_deg,gercek_elev_deg,gercek_menzil_ham_m,gercek_u_px,gercek_v_px,gercek_onde,gercek_kadraj_ici,bbox_yaw_sapma_deg,bbox_elev_sapma_deg,bbox_menzil_sapma_m,yapilandirma
57.156,0.031999999999996476,0.0909,307|290|345|300,38.0,10.0,38.0,2.88,1.0013,37.95,1.0,0.848,0.03418,0.31334,0.94903,0.99253,0.03418,-0.11709,1.97,6.72,0.9931,1.0,2.37,10.78,18.0,19.45,-4.43,-0.28,-9.4,1,0,ok,18.37,6.72,7.4,5.713,5.713,0,gz,terminal,5.68,-0.12,4,STRIKE,mutlak_tavan,0.12,25.0,13.56,-2.99,-0.31,1,-3.97,20.98,-5.49,10.0,3.59,-9.2,-11.04,-18.28,-9.14,0.39,8.18,6.24,321.2,290.3,1,1,1.58,-1.46,1.16,
57.222,0.0660000000000025,0.0484,302|283|339|293,37.0,10.0,37.0,3.57,1.0019,36.93,1.0,0.888,0.0,0.27688,0.9609,0.98789,0.0,-0.15516,0.0,8.93,0.9879,1.0,0.0,4.03,6.7,19.51,-4.18,-0.7,-12.0,1,0,ok,16.07,8.93,7.61,5.715,5.715,0,gz,terminal,5.68,-0.03,4,STRIKE,mutlak_tavan,0.07,25.0,13.53,-3.03,-0.27,1,-5.32,19.59,-3.05,10.0,3.58,-5.1,-7.51,-16.07,-8.04,1.01,9.4,6.253,323.0,286.5,1,1,-1.01,-0.47,1.36,
57.256,0.03399999999999892,0.0314,304|280|341|289,37.0,9.0,37.0,3.27,1.0016,36.94,1.0,0.838,0.01161,0.25536,0.96678,0.98412,0.01161,-0.17714,0.68,10.2,0.9842,1.0,0.81,5.26,8.8,19.54,-4.04,-0.9,-10.4,1,0,ok,14.81,10.2,7.61,5.716,5.716,0,gz,terminal,5.68,-0.04,4,STRIKE,mutlak_tavan,0.06,25.0,13.51,-3.02,-0.27,1,-6.96,18.01,-2.69,10.0,3.46,-4.5,-6.63,-14.8,-7.4,0.01,11.1,6.253,320.0,281.2,1,1,0.66,-0.9,1.35,
57.288,0.031999999999996476,0.0373,302|275|341|285,39.0,10.0,39.0,4.54,1.0031,38.88,1.0,0.834,0.00584,0.23348,0.97234,0.97992,0.00584,-0.19932,0.34,11.5,0.9799,1.0,0.41,3.49,5.8,19.55,-3.92,-1.22,-10.8,1,0,ok,13.51,11.5,7.23,5.717,5.717,0,gz,terminal,5.68,-0.04,4,STRIKE,mutlak_tavan,0.05,25.0,13.53,-3.05,-0.27,1,-6.96,18.01,2.18,10.0,3.89,3.6,-0.68,-13.5,-6.75,0.22,11.02,6.223,320.6,281.5,1,1,0.12,0.48,1.01,
57.322,0.034000000000006025,0.0438,298|271|335|280,37.0,9.0,37.0,4.29,1.0028,36.9,1.0,0.82,-0.02349,0.20556,0.97836,0.97357,-0.02349,-0.22717,-1.38,13.13,0.9739,1.0,-1.66,1.2,2.0,19.45,-3.9,-1.56,-11.4,1,0,ok,11.94,13.13,7.62,5.717,5.717,0,gz,terminal,5.68,0.01,4,STRIKE,mutlak_tavan,0.02,25.0,13.54,-3.09,-0.29,1,-8.74,16.22,2.48,10.0,4.05,4.1,0.6,-11.87,-5.93,-1.09,12.69,6.225,316.8,276.3,1,1,-0.29,0.44,1.39,
57.354,0.031999999999996476,0.0618,298|268|333|277,35.0,9.0,35.0,3.83,1.0022,34.92,1.0,0.837,-0.02946,0.18857,0.98162,0.96934,-0.02946,-0.24395,-1.74,14.12,0.9698,1.0,-2.09,-1.12,-1.9,19.43,-4.02,-1.88,-11.8,1,0,ok,11.0,14.12,8.05,5.714,5.714,0,gz,terminal,5.68,0.1,4,STRIKE,mutlak_tavan,-0.04,25.0,13.54,-3.1,-0.31,1,-10.17,14.78,0.62,10.0,3.96,1.0,-0.86,-10.88,-5.44,-0.62,13.9,6.25,318.2,272.7,1,1,-1.12,0.22,1.8,
57.388,0.03399999999999892,0.057,300|263|337|273,37.0,10.0,37.0,3.52,1.0019,36.93,1.0,0.824,-0.01184,0.16575,0.9861,0.96376,-0.01184,-0.26652,-0.7,15.46,0.9638,1.0,-0.84,1.66,2.8,19.49,-3.9,-1.96,-10.8,1,0,ok,9.57,15.46,7.61,5.709,5.709,0,gz,terminal,5.68,0.15,4,STRIKE,mutlak_tavan,-0.09,25.0,13.56,-3.13,-0.33,1,-11.9,13.08,-1.05,10.0,3.79,-1.8,-2.04,-9.54,-4.77,-0.37,15.5,6.249,318.9,267.9,1,1,-0.33,-0.04,1.36,
57.42,0.03200000000000358,0.0731,300|260|337|269,37.0,9.0,37.0,3.15,1.0015,36.94,1.0,0.82,-0.01188,0.14259,0.98971,0.95724,-0.01188,-0.28904,-0.71,16.8,0.9573,1.0,-0.85,2.89,4.8,19.53,-3.78,-1.69,-10.6,1,0,ok,8.23,16.8,7.61,5.7,5.7,0,gz,terminal,5.68,0.26,4,STRIKE,mutlak_tavan,-0.18,25.0,13.55,-3.15,-0.36,1,-13.61,11.37,-2.72,10.0,3.53,-4.5,-3.28,-8.2,-4.1,-0.53,17.12,6.263,318.5,263.1,1,1,-0.18,-0.32,1.34,
57.454,0.03399999999999892,0.0693,300|257|336|266,36.0,9.0,36.0,2.84,1.0012,35.96,1.0,0.819,-0.01191,0.12507,0.99208,0.95198,-0.01191,-0.30592,-0.72,17.81,0.9521,1.0,-0.86,1.27,2.1,19.56,-3.87,-1.53,-11.2,0,0,ok,7.22,17.81,7.82,5.686,5.686,0,gz,terminal,5.68,0.41,4,STRIKE,mutlak_tavan,-0.29,25.0,13.53,-3.15,-0.39,1,-14.96,10.04,-3.71,10.0,3.26,-6.2,-4.05,-7.19,-3.59,0.33,18.24,6.279,320.9,259.7,1,1,-1.05,-0.43,1.54,
57.486,0.031999999999996476,0.0817,302|253|337|263,35.0,10.0,35.0,2.22,1.0008,34.97,1.0,0.818,-0.00597,0.10743,0.99419,0.94645,-0.00597,-0.3228,-0.36,18.83,0.9465,1.0,-0.43,-1.09,-1.8,19.54,-4.0,-1.21,-12.0,1,0,ok,6.18,18.83,8.04,5.669,5.669,0,gz,terminal,5.67,0.53,4,STRIKE,mutlak_tavan,-0.41,25.0,13.53,-3.14,-0.45,1,-16.61,8.39,-5.52,10.0,2.84,-9.2,-5.76,-6.17,-3.08,1.23,19.63,6.258,323.4,255.7,1,1,-1.59,-0.79,1.78,
57.52,0.034000000000006025,0.072,304|250|341|260,37.0,10.0,37.0,1.74,1.0005,36.98,1.0,0.853,0.01196,0.08968,0.9959,0.94049,0.01196,-0.33961,0.73,19.85,0.9406,1.0,0.87,1.53,2.5,19.59,-3.87,-1.01,-10.8,1,0,ok,5.19,19.85,7.6,5.656,5.656,0,gz,terminal,5.66,0.39,4,STRIKE,mutlak_tavan,-0.4,25.0,13.66,-3.19,-0.53,1,-18.11,6.89,-6.54,10.0,2.4,-10.9,-6.71,-5.15,-2.57,1.65,20.95,6.265,324.5,251.8,1,1,-0.92,-1.09,1.33,
57.552,0.031999999999996476,0.0791,304|247|342|256,38.0,9.0,38.0,1.87,1.0005,37.98,1.0,0.799,0.01797,0.06588,0.99767,0.93203,0.01797,-0.36192,1.1,21.22,0.9322,1.0,1.33,4.6,7.7,19.61,-3.75,-1.33,-10.2,1,0,ok,3.92,21.22,7.4,5.641,5.641,0,gz,terminal,5.64,0.46,4,STRIKE,mutlak_tavan,-0.43,25.0,13.76,-3.23,-0.58,1,-19.34,5.66,-5.38,10.0,2.19,-9.0,-5.08,-3.78,-1.89,1.44,22.27,5.685,323.9,247.9,1,1,-0.33,-1.05,1.71,
57.586,0.03399999999999892,0.0713,304|244|341|253,37.0,9.0,37.0,1.62,1.0004,36.99,1.0,0.83,0.01199,0.04797,0.99878,0.92547,0.01199,-0.37863,0.74,22.25,0.9255,1.0,0.89,2.64,4.4,19.62,-3.61,-1.59,-11.4,1,0,ok,2.83,22.25,7.6,5.607,5.607,0,gz,terminal,5.61,1.02,4,STRIKE,mutlak_tavan,-0.73,25.0,13.48,-3.17,-0.54,1,-20.6,4.39,-4.77,10.0,1.96,-8.0,-4.19,-2.75,-1.38,1.79,23.32,6.232,324.8,244.9,1,1,-1.04,-1.07,1.37,
57.618,0.03200000000000358,0.0758,306|241|343|251,37.0,10.0,37.0,2.28,1.0008,36.97,1.0,0.805,0.02399,0.03598,0.99906,0.92067,0.02399,-0.38961,1.49,22.93,0.921,1.0,1.79,3.91,6.5,19.62,-3.48,-1.91,-10.5,1,0,ok,2.48,22.93,7.6,5.588,5.588,0,gz,terminal,5.59,0.59,4,STRIKE,mutlak_tavan,-0.66,25.0,13.69,-3.22,-0.55,1,-20.6,4.39,-1.54,10.0,2.09,-2.6,-0.48,-2.07,-1.03,1.83,23.05,6.211,324.9,245.6,1,1,-0.34,-0.12,1.39,
57.652,0.03399999999999892,0.0779,306|240|343|248,37.0,8.0,37.0,2.16,1.0007,36.97,1.0,0.783,0.024,0.024,0.99942,0.91593,0.024,-0.40062,1.5,23.62,0.9162,1.0,1.8,2.67,4.4,19.53,-3.38,-2.25,-10.9,1,0,ok,1.94,23.62,7.6,5.542,5.542,0,gz,terminal,5.54,1.35,4,STRIKE,mutlak_tavan,-1.01,25.0,13.5,-3.18,-0.52,1,-21.4,3.59,-0.61,10.0,2.12,-1.0,0.82,-1.38,-0.69,2.63,23.61,6.163,327.0,244.0,1,1,-1.13,0.0,1.44,
57.684,0.031999999999996476,0.087,307|239|345|247,38.0,8.0,38.0,1.79,1.0005,37.98,1.0,0.776,0.03599,0.01799,0.99919,0.91318,0.03599,-0.40597,2.26,23.95,0.9139,1.0,2.71,6.12,10.2,19.55,-3.25,-2.54,-9.6,1,0,ok,2.31,23.95,7.4,5.493,5.493,0,gz,terminal,5.49,1.51,4,STRIKE,mutlak_tavan,-1.26,25.0,13.4,-3.24,-0.55,1,-22.07,2.91,-1.44,10.0,1.99,-2.4,0.02,-1.05,-0.52,2.32,24.03,6.138,326.2,242.8,1,1,-0.06,-0.08,1.26,
57.75,0.0660000000000025,0.0547,305|237|343|246,38.0,9.0,38.0,2.13,1.0007,37.97,1.0,0.77,0.024,0.006,0.99969,0.90857,0.024,-0.41705,1.51,24.65,0.9089,1.0,1.82,4.84,8.1,19.58,-2.99,-2.84,-9.9,1,0,ok,1.42,24.65,7.4,5.458,5.458,0,gz,terminal,5.46,0.53,4,STRIKE,mutlak_tavan,-0.89,25.0,13.93,-3.27,-0.66,1,-22.43,2.54,-0.57,10.0,2.04,-0.9,1.3,-0.35,-0.18,1.4,24.02,6.077,323.7,242.8,1,1,0.12,0.62,1.32,
57.784,0.03399999999999892,0.0662,307|237|339|247,32.0,10.0,32.0,1.68,1.0004,31.99,1.0,0.783,0.018,0.012,0.99977,0.91117,0.018,-0.41164,1.13,24.31,0.9113,1.0,1.36,4.38,7.3,19.61,-2.86,-2.59,-10.1,1,0,ok,1.24,24.31,8.79,5.378,5.378,0,gz,terminal,5.38,2.36,4,STRIKE,mutlak_tavan,-1.63,25.0,13.38,-3.21,-0.63,1,-22.55,2.42,-1.48,10.0,1.9,-2.5,0.07,-0.69,-0.35,1.54,23.89,5.977,324.1,243.2,1,1,-0.41,0.42,2.81,
57.816,0.03200000000000358,0.0723,304|238|342|247,38.0,9.0,38.0,1.81,1.0005,37.98,1.0,0.758,0.018,0.012,0.99977,0.91117,0.018,-0.41164,1.13,24.31,0.9113,1.0,1.36,4.66,7.8,19.63,-2.73,-2.69,-9.9,1,0,ok,1.24,24.31,7.4,5.334,5.334,0,gz,terminal,5.33,1.37,4,STRIKE,mutlak_tavan,-1.5,25.0,13.68,-3.23,-0.73,1,-22.4,2.56,-1.11,10.0,1.86,-1.8,0.41,-0.69,-0.35,1.4,23.28,5.922,323.8,245.0,1,1,-0.27,1.02,1.48,
57.85,0.03399999999999892,0.0762,306|240|341|248,35.0,8.0,35.0,1.56,1.0004,34.99,1.0,0.756,0.018,0.024,0.99955,0.91604,0.018,-0.40068,1.13,23.62,0.9162,1.0,1.35,5.26,8.8,19.66,-2.6,-2.53,-9.7,1,0,ok,1.72,23.62,8.03,5.26,5.26,0,gz,terminal,5.26,2.19,4,STRIKE,mutlak_tavan,-1.84,25.0,13.52,-3.23,-0.78,1,-21.93,3.01,-1.56,10.0,1.74,-2.6,-0.51,-1.38,-0.69,0.91,22.43,5.869,322.5,247.5,1,1,0.21,1.19,2.16,
57.882,0.031999999999996476,0.0835,302|242|341|251,39.0,9.0,39.0,1.53,1.0004,38.99,1.0,0.761,0.006,0.03599,0.99933,0.92092,0.006,-0.38971,0.37,22.94,0.9209,1.0,0.45,2.43,4.0,19.64,-2.72,-2.47,-10.6,1,0,ok,2.09,22.94,7.21,5.18,5.18,0,gz,terminal,5.18,2.48,4,STRIKE,mutlak_tavan,-2.16,25.0,13.39,-3.1,-0.86,1,-21.32,3.61,-1.59,10.0,1.66,-2.7,-0.97,-2.06,-1.03,1.23,21.36,5.821,323.3,250.6,1,1,-0.85,1.57,1.39,
57.948,0.0660000000000025,0.0451,304|247|343|257,39.0,10.0,39.0,0.21,1.0,39.0,1.0,0.755,0.01796,0.07184,0.99725,0.93418,0.01796,-0.35635,1.1,20.88,0.9344,1.0,1.32,1.73,2.9,19.66,-2.99,-1.86,-10.2,1,0,ok,4.25,20.88,7.21,5.129,5.129,0,gz,terminal,5.13,0.78,4,STRIKE,mutlak_tavan,-1.47,25.0,14.23,-3.14,-1.16,1,-20.5,4.4,-3.24,10.0,1.08,-5.4,-4.23,-4.12,-2.06,1.57,20.1,5.726,324.3,254.3,1,1,-0.47,0.78,1.48,
57.982,0.03399999999999892,0.041,315|250|332|260,17.0,10.0,17.0,0.08,1.0,17.0,0.268,0.748,0.01793,0.08967,0.99581,0.94041,0.01793,-0.33958,1.09,19.85,0.9406,1.0,1.31,0.5,3.1,19.64,-3.12,-2.11,-10.1,1,0,ok,5.25,19.85,16.53,5.032,5.032,0,gz,terminal,5.03,2.83,4,STRIKE,mutlak_tavan,-2.15,25.0,13.74,-3.0,-1.17,1,-19.58,5.3,-1.32,10.0,0.68,-8.2,-3.22,-5.15,-2.57,2.0,18.6,5.09,325.6,258.7,1,1,-0.91,1.25,11.44,
58.014,0.03200000000000358,0.0475,303|255|347|265,44.0,10.0,44.0,-0.72,1.0001,44.0,1.0,0.85,0.02979,0.11915,0.99243,0.9498,0.02979,-0.31143,1.8,18.15,0.9503,1.0,2.16,4.06,6.8,19.68,-3.0,-1.79,-9.2,1,0,ok,7.05,18.15,6.39,4.97,4.97,0,gz,terminal,4.97,1.95,4,STRIKE,mutlak_tavan,-2.05,25.0,13.96,-3.13,-1.55,1,-18.61,6.27,-7.43,10.0,0.12,-12.4,-10.73,-6.85,-3.43,2.26,16.84,5.014,326.4,263.9,1,1,-0.46,1.31,1.37,
58.048,0.03399999999999892,0.0411,304|260|348|271,44.0,11.0,44.0,-1.4,1.0003,43.99,1.0,0.866,0.0356,0.14832,0.9883,0.95839,0.0356,-0.28325,2.13,16.45,0.959,1.0,2.55,4.3,7.2,19.69,-2.87,-1.45,-8.8,1,0,ok,8.77,16.45,6.39,4.896,4.896,0,gz,terminal,4.9,2.18,4,STRIKE,mutlak_tavan,-2.12,25.0,13.96,-3.15,-2.03,1,-17.57,7.3,-8.92,0.0,-0.49,-14.9,-13.68,-8.55,-4.27,2.11,16.0,5.581,326.0,266.3,1,1,0.02,0.45,0.81,
58.08,0.031999999999996476,0.046,305|264|350|275,45.0,11.0,45.0,-2.77,1.0012,44.95,1.0,0.853,0.04136,0.17136,0.98434,0.96454,0.04136,-0.26069,2.46,15.11,0.9654,1.0,2.88,4.34,7.2,19.68,-2.74,-1.13,-8.5,1,1,ok,10.15,15.11,6.25,4.802,4.802,0,gz,terminal,4.8,2.94,4,STRIKE,mutlak_tavan,-2.53,25.0,13.76,-3.11,-2.45,1,-17.57,7.3,-12.59,0.0,-1.4,-21.0,-18.94,-9.89,-4.94,2.21,15.35,5.487,326.3,268.3,1,1,0.24,-0.24,0.77,
58.114,0.03399999999999892,0.0447,304|268|351|280,47.0,12.0,47.0,-3.46,1.0018,46.91,1.0,0.873,0.04114,0.19981,0.97897,0.97169,0.04114,-0.23264,2.42,13.45,0.9726,1.0,2.91,3.83,6.4,19.63,-2.61,-0.79,-8.1,1,0,ok,11.77,13.45,5.99,4.72,4.72,0,gz,terminal,4.72,2.41,4,STRIKE,mutlak_tavan,-2.47,25.0,13.99,-3.07,-2.61,1,-16.63,8.25,-13.47,0.0,-2.22,-22.4,-21.46,-11.55,-5.77,2.46,13.57,5.319,327.1,273.6,1,1,-0.04,-0.12,0.67,
58.146,0.03200000000000358,0.056,303|273|351|285,48.0,12.0,48.0,-4.17,1.0026,47.87,1.0,0.892,0.04088,0.22776,0.97286,0.97797,0.04088,-0.20472,2.39,11.81,0.9788,1.0,2.87,4.86,8.1,19.6,-2.49,-0.47,-7.4,1,0,ok,13.38,11.81,5.87,4.612,4.612,0,gz,terminal,4.61,3.36,4,STRIKE,mutlak_tavan,-2.92,25.0,13.73,-3.08,-2.96,1,-15.73,9.16,-13.98,0.0,-3.0,-23.3,-23.57,-13.19,-6.59,2.09,11.63,5.164,326.1,279.6,1,1,0.3,0.19,0.71,
58.18,0.03399999999999892,0.059,302|279|351|291,49.0,12.0,49.0,-5.2,1.0041,48.8,1.0,0.869,0.03475,0.26063,0.96481,0.98457,0.03475,-0.17153,2.02,9.88,0.9852,1.0,2.43,4.72,7.9,19.54,-2.36,-0.13,-7.1,1,0,ok,15.24,9.88,5.76,4.513,4.513,0,gz,terminal,4.51,2.92,4,STRIKE,mutlak_tavan,-2.92,25.0,13.9,-3.07,-3.14,1,-14.86,10.04,-14.66,0.0,-3.88,-24.4,-26.1,-15.12,-7.56,1.39,9.82,5.075,324.1,285.2,1,1,0.63,0.06,0.68,
58.212,0.03200000000000358,0.0692,300|284|350|297,50.0,13.0,50.0,-5.9,1.0053,49.74,1.0,0.898,0.02874,0.28736,0.95739,0.98914,0.02874,-0.14417,1.66,8.29,0.9896,1.0,2.0,3.45,5.7,19.42,-2.34,0.19,-7.1,1,0,ok,16.79,8.29,5.65,4.415,4.415,0,gz,terminal,4.42,3.06,4,STRIKE,mutlak_tavan,-2.99,25.0,13.98,-2.99,-3.32,1,-14.02,10.89,-14.87,0.0,-4.69,-24.8,-27.91,-16.71,-8.36,1.43,7.91,4.951,324.3,291.2,1,1,0.23,0.38,0.7,
58.246,0.03399999999999892,0.0721,299|289|351|303,52.0,14.0,52.0,-6.94,1.0073,51.62,1.0,0.884,0.02844,0.31852,0.94749,0.99333,0.02844,-0.11175,1.64,6.42,0.9937,1.0,1.97,3.09,5.2,19.28,-2.35,0.53,-6.7,1,0,ok,18.65,6.42,5.44,4.283,4.283,0,gz,terminal,4.28,3.88,4,STRIKE,mutlak_tavan,-3.44,25.0,13.74,-2.93,-3.7,1,-13.22,11.71,-15.34,0.0,-5.59,-25.6,-30.21,-18.58,-9.29,1.13,5.99,4.863,323.4,297.4,1,1,0.51,0.42,0.58,
